Iteration times:50
3.3,8.8,4.4,5.3,1.5,
1.5,3.0,2.3,1.9,0.5,
0.1,0.7,0.7,0.4,-0.4,
-1.0,-0.4,-0.4,-0.6,-1.2,
-1.9,-1.3,-1.2,-1.4,-2.0,
